ID,Label,Type,Graph Source
1379,Alois Miedl,Object,Graph A
1380,Reichskammer fur Bildende Kunst,Object,Graph A
1381,Paris,Object,Graph A
1382,Karl Epting,Object,Graph A
1383,Herman Goering,Object,Graph A
1384,Walter Andreas Hofer,Object,Graph A
1385,Gestapo,Object,Graph A
1386,Quantmeyer & Eicke,Object,Graph A
1387,France,Object,Graph A
1388,Italy,Object,Graph A
1389,Europe,Object,Graph A
1390,Gottleib Friedrich Reber,Object,Graph A
1391,Eugenio Ventura,Object,Graph A
1392,Alessandro Contini-Bonacossi,Object,Graph A
1393,Ginori Grassi,Object,Graph A
1394,Arturo Grassi,Object,Graph A
1395,Fritz  Goernnert,Object,Graph A
1396,Dusseldorf,Object,Graph A
1397,Dusseldorf-Koln-Aachen-Bonn Gauleitung,Object,Graph A
1398,France,Object,Graph A
1399,committee for research on cultural objects ‘looted ‘ from the Rhineland,Object,Graph A
1400,Bernard Rademacher,Object,Graph A
1401,Hans Bammann,Object,Graph A
1402,Professor of History at Breslau,Object,Graph A
1403,Poland,Object,Graph A
1404,Polish Volksdeutsch movement,Object,Graph A
1405,looted works of art in Cracow,Object,Graph A
1406,looting in Poland,Object,Graph A
1407,Wertheim,Object,Graph A
1408,France,Object,Graph A
1409,Jansen,Object,Graph A
1410,dealer,Object,Graph A
1411,Berlin,Object,Graph A
1412,Munich,Object,Graph A
1413,Amsterdam,Object,Graph A
1414,Walter Andreas Hofer,Object,Graph A
1415,Walter Andreas Hofer,Object,Graph A
1416,ERR in Paris,Object,Graph A
1417,University of Berlin,Object,Graph A
1418,ERR,Object,Graph A
1419,confiscation of material from French libraries and archives,Object,Graph A
1420,dealer,Object,Graph A
1421,ERR in Paris,Object,Graph A
1422,Bruno Lohse,Object,Graph A
1423,Adolf Wuester,Object,Graph A
1424,"art purchases in France for museums of Dusseldorf, Cologne, Aachen and Bonn",Object,Graph A
1425,Gustav Rochlitz,Object,Graph A
1426,Louis Manteau,Object,Graph A
1427,Bruno Lohse,Object,Graph A
1428,Walter Andreas Hofer,Object,Graph A
1429,Herman Goering collection,Object,Graph A
1430,Herman Goering,Object,Graph A
1431,ERR in Paris,Object,Graph A
1432,scientific and cultural activities of the Germans in Poland,Object,Graph A
1433,Poland,Object,Graph A
1434,Silesia,Object,Graph A
1435,repository at Cracow under Josef Muehlmann,Object,Graph A
1436,Josef Muehlmann,Object,Graph A
1437,Volkswang Museum,Object,Graph A
1438,aryanisation of Austrian museum staffs,Object,Graph A
1439,forty cases of art works from Heinrich Himmler,Object,Graph A
1440,Heinrich Himmler,Object,Graph A
1441,Heinrich Hoffman,Object,Graph A
1442,Heinrich Hoffman,Object,Graph A
1443,personal assistant of Heinrich Hoffmann,Object,Graph A
1444,Kajetan Muehlmann,Object,Graph A
1445,Kajetan Muehlmann,Object,Graph A
1446,Treasurer of AMT Westen,Object,Graph A
1447,AMT Westen,Object,Graph A
1448,Verwaltungsamt,Object,Graph A
1449,SS officer,Object,Graph A
1450,removal of looted art from Italy,Object,Graph A
1451,Danzig Museum,Object,Graph A
1452,Poland during occupation,Object,Graph A
1453,architect,Object,Graph A
1454,Reichskulturamt,Object,Graph A
1455,Polish loot,Object,Graph A
1456,art looting in Paris and Amsterdam,Object,Graph A
1457,officer in the Hermann Goering Division,Object,Graph A
1458,the transfer of Monte Cassino archives to Spoleto,Object,Graph A
1459,Prussian State Library in Berlin,Object,Graph A
1460,Kulturdirektion,Object,Graph A
1461,Paris for set up for dealing with French libraries and art collections,Object,Graph A
1462,objects from occupied countries,Object,Graph A
1463,dealer,Object,Graph A
1464,ERR in Paris,Object,Graph A
1465,looting in France,Object,Graph A
1466,Institut fur Deutsche Ostarbeit in Cracow,Object,Graph A
1467,Josef Muehlmann,Object,Graph A
1468,Muehlmann organisation in Poland,Object,Graph A
1469,ERR,Object,Graph A
1470,Walter Walter Paech,Object,Graph A
1471,Germany,Object,Graph A
1472,Karl Haberstock,Object,Graph A
1473,Gurlitt Hildebrandt,Object,Graph A
1474,Wolfgang Gurlitt,Object,Graph A
1475,"US Military Government, Wurzburg",Object,Graph A
1476,works of art in Czechoslovakia,Object,Graph A
1477,movement of works of art from the East,Object,Graph A
1478,ERR in Paris,Object,Graph A
1479,Commercial Attache in the German Legation,Object,Graph A
1480,Resident representative for Goering in Switzerland,Object,Graph A
1481,Herman Goering,Object,Graph A
1482,Ernst,Object,Graph A
1483,intermediary in sales of works of art to Goebbels,Object,Graph A
1484,Joseph Goebbels,Object,Graph A
1485,Dr. Ott,Object,Graph A
1486,Director Bente of the Rhijnsche Handelsbank,Object,Graph A
1487,Consultant to the Goering collection,Object,Graph A
1488,Herman Goering,Object,Graph A
1489,German diplomat in Italy,Object,Graph A
1490,Prince Philipp von Hessen,Object,Graph A
1491,Linz,Object,Graph A
1492,Prince Otto von Bismarck,Object,Graph A
1493,Schenker Co in Paris,Object,Graph A
1494,Scholz,Object,Graph A
1495,Piper,Object,Graph A
1496,Zilla Anders,Object,Graph A
1497,officer in the Hermann Goering Division,Object,Graph A
1498,the removal of art from Monte Cassino to Spoleto,Object,Graph A
1499,Herman Goering Ministerial Office,Object,Graph A
1500,Herman Goering,Object,Graph A
1501,Kunstford,Object,Graph A
1502,Abteilung Feind Vermoegen,Object,Graph A
1503,the Dienststelle Muehlmann,Object,Graph A
1504,dealer,Object,Graph A
1505,Galerie Neupert,Object,Graph A
1506,Bruno Lohse,Object,Graph A
1507,an exchange with the ERR,Object,Graph A
1508,Hans Martin Sauermann,Object,Graph A
1509,Karl Haberstock,Object,Graph A
1510,the Gutmann collection,Object,Graph A
1511,Karl Haberstock,Object,Graph A
1512,"an archivist at Poznan, Poland",Object,Graph A
1513,Barlach,Object,Graph A
1514,Joseph Goebbels,Object,Graph A
1515,Holland,Object,Graph A
1516,Paris,Object,Graph A
1517,Petrides,Object,Graph A
1518,Philippe Adrion,Object,Graph A
1519,Hans Wendland,Object,Graph A
1520,Theodore Fischer,Object,Graph A
1521,intermediary in sale of Degas' Madame Camus,Object,Graph A
1522,an archaeologist,Object,Graph A
1523,German Embassy in Athens,Object,Graph A
1524,the Marburg Institute,Object,Graph A
1525,Karl Epting,Object,Graph A
1526,the Institut Alleman,Object,Graph A
1527,Institut Allemand in Marseilles,Object,Graph A
1528,Bayerische Kulturministerium,Object,Graph A
1529,under secretary of state in the cabinet of Governor General Frank in Poland,Object,Graph A
1530,General Bodemschatz,Object,Graph A
1531,administrator of Kunstfond,Object,Graph A
1532,ERR in Berlin,Object,Graph A
1533,Walter Bornheim,Object,Graph A
1534,ERR in Paris,Object,Graph A
1535,Arbeitsgruppe Louvre,Object,Graph A
1536,dealer,Object,Graph A
1537,"Galerio fur Alte Kunst, Munich",Object,Graph A
1538,Herman Goering,Object,Graph A
1539,dealer,Object,Graph A
1540,Walter Bornheim,Object,Graph A
1541,Herman Goering Collection,Object,Graph A
1542,Gauleiter of Upper Silesia ,Object,Graph A
1543,art looting in Silesia,Object,Graph A
1544,furniture in Paris during occupation,Object,Graph A
1545,Herman Goering,Object,Graph A
1546,Herman Goerings art transactions,Object,Graph A
1547,Walter Andreas Hofer,Object,Graph A
1548,Eric Gritzbach,Object,Graph A
1549,looting from Monte Cassino in Splato,Object,Graph A
1550,two paintings confiscated by the ERR,Object,Graph A
1551,Fritz Busse,Object,Graph A
1552,Grube,Object,Graph A
1553,confiscation operations of ERR in Paris,Object,Graph A
1554,Herman Goering,Object,Graph A
1555,Hermann Bunjes,Object,Graph A
1556,Herman Goering,Object,Graph A
1557,Adolf Wuester,Object,Graph A
1558,Philippe Adrion,Object,Graph A
1559,Fabre,Object,Graph A
1560,Jansen,Object,Graph A
1561,French dealers,Object,Graph A
1562,ERR in Berlin,Object,Graph A
1563,ERR in Paris,Object,Graph A
1564,Kurt von Behr,Object,Graph A
1565,Die Weltkunst ,Object,Graph A
1566,Beaux Arts,Object,Graph A
1567,Wildenstein,Object,Graph A
1568,Karl Haberstock,Object,Graph A
1569,Roger Louis Adolphe Dequoy,Object,Graph A
1570,Heinrich Hoffman,Object,Graph A
1571,Herziana Library in Rome,Object,Graph A
1572,Civilian adviser to the German Ambassador,Object,Graph A
1573,Degenhardt,Object,Graph A
1574,Ringler,Object,Graph A
1575,Kunstschutz in Brussels,Object,Graph A
1576,Adolf Hitler,Object,Graph A
1577,Heinrich Hoffman,Object,Graph A
1578,Linz,Object,Graph A
1579,Martin Bormann,Object,Graph A
1580,Director of Coburg Museum,Object,Graph A
1581,Director General of the Bavarian State Museum,Object,Graph A
1582,Bookseller and antique dealer in Darmstadt,Object,Graph A
1583,Germany,Object,Graph A
1584,Theodore Fischer,Object,Graph A
1585,Walter Andreas Hofer-Theodore Fischer exchanges,Object,Graph A
1586,Friedrich Wolffhardt transactions,Object,Graph A
1587,movement of looted works of art between Germany and Switzerland,Object,Graph A
1588,Gauleiter of Vienna,Object,Graph A
1589,confiscated collections of Alphons and Louis Rothschild of Vienna to Adolf Hitler,Object,Graph A
1590,Adolf Hitler,Object,Graph A
1591,Deutsche Kunsthistorische Forschungsstaette,Object,Graph A
1592,Herman Goering,Object,Graph A
1593,ERR,Object,Graph A
1594,Kunstschutz in Bordeaux,Object,Graph A
1595,Kunstschutz in Angers,Object,Graph A
1596,Ernst Heinrich Zimmermann,Object,Graph A
1597,Franz Wolff Metternich,Object,Graph A
1598,ERR in Paris,Object,Graph A
1599,confiscations,Object,Graph A
1600,Wolff Braumueller,Object,Graph A
1601,"Lodz Museum, Poland",Object,Graph A
1602,looting and destruction of libraries in Poznan and Lodz,Object,Graph A
1603,Fritz Goernnert,Object,Graph A
1604,the transportation of art objects,Object,Graph A
1605,Professor at Koenigsberg University,Object,Graph A
1606,Professor at Rostock University,Object,Graph A
1607,looting of collections in Poznan,Object,Graph A
1608,looting of collections in Sandemiertz,Object,Graph A
1609,looting of collections in  Cracow,Object,Graph A
1610,Kajetan Muehlmann,Object,Graph A
1611,ERR in Bordeaux,Object,Graph A
1612,Institut fur Deutsche Ostarbeit in Cracow,Object,Graph A
1613,Librarian of the German Archaeological Institute in Rome,Object,Graph A
1614,the confiscation of goods of the Czechoslovakian Institute in Rome,Object,Graph A
1615,storage in Alt Aussee for objects in Rome ,Object,Graph A
1616,German Archaeological Institute in Rome,Object,Graph A
1617,Prince Philipp von Hessen in his acquisitions for Germany,Object,Graph A
1618,OKH photographic team in France,Object,Graph A
1619,Alfred Stange,Object,Graph A
1620,Richard Hamann,Object,Graph A
1621,ERR Central Department,Object,Graph A
1622,Kunstschutz in Italy,Object,Graph A
1623,Ringler,Object,Graph A
1624,Leo Bruhns,Object,Graph A
1625, Dienststelle Muehlmann,Object,Graph A
1626,German Archaeological Institute in Rome,Object,Graph A
1627,Muehlman’s special commission for art confiscations in Cracow,Object,Graph A
1628,Department of Sculpture at the Kaiser Friedrich Museum,Object,Graph A
1629,Herman Goering Colleciton,Object,Graph A
1630,Herman Goering,Object,Graph A
1631,dealer,Object,Graph A
1632,the art market in Paris,Object,Graph A
1633,the art market in Switzerland,Object,Graph A
1634,the art market in Sweden,Object,Graph A
1635,Die Weltkunst,Object,Graph A
1636,State Library in Koenigsberg,Object,Graph A
1637,University Library in Koenigsberg,Object,Graph A
1638,looting of Polish libraries,Object,Graph A
1639,Sixth Panzer Division,Object,Graph A
1640,looted objects from France,Object,Graph A
1641,dealer,Object,Graph A
1642,Adolf Hitler,Object,Graph A
1643,Adolf Hitler,Object,Graph A
1644,Linz,Object,Graph A
1645,Karl Friedrich Hanesse,Object,Graph A
1646,paymaster,Object,Graph A
1647,Herman Goering funds,Object,Graph A
1648,Herman Goering,Object,Graph A
1649,professor,Object,Graph A
1650,auction house,Object,Graph A
1651,Karl Friedrich Hanesse,Object,Graph A
1652,Danzig Museum,Object,Graph A
1653,buyer,Object,Graph A
1654,Kunsthistorisches Institut,Object,Graph A
1655,Kunsthistorisches Institut,Object,Graph A
1656,Baldur von Schirach,Object,Graph A
1657,Seyss-Inquart,Object,Graph A
1658,Muehlmann,Object,Graph A
1659,ERR in Brussels,Object,Graph A
1660,ERR in Paris,Object,Graph A
1661,seizure of Finally Collection,Object,Graph A
1662,ERR in Paris,Object,Graph A
1663,German Institute in Paris,Object,Graph A
1664,Oberdonau,Object,Graph A
1665,destruction of works at Alt Aussee,Object,Graph A
1666,Nuremberg,Object,Graph A
1667,German Institute in Paris,Object,Graph A
1668,Deutschland Frankreich,Object,Graph A
1669,Kunsberg organisation,Object,Graph A
1670,the seizure of works of art in France in 1940,Object,Graph A
1671,Walter Andreas Hofer,Object,Graph A
1672,looting in France,Object,Graph A
1673,looting in Holland,Object,Graph A
1674,ERR,Object,Graph A
1675,Dienststelle Muehlmann,Object,Graph A
1676,ERR in Paris,Object,Graph A
1677,Kunstschutz,Object,Graph A
1678,ERR in Paris,Object,Graph A
1679,Moselle,Object,Graph A
1680,Baldur von Schirach,Object,Graph A
1681,removal of Viennese works of art from Lauffen mine,Object,Graph A
1682,by the US Seventh Army,Object,Graph A
1683,dealer,Object,Graph A
1684,France,Object,Graph A
1685,antique furniture,Object,Graph A
1686,the City of Cologne,Object,Graph A
1687,ERR in Orleans,Object,Graph A
1688,Kunstschutz in Italy,Object,Graph A
1689,two paintings from Olivete,Object,Graph A
1690,stolen paintings to Alexander Dietrich Langsdorff,Object,Graph A
1691,Olivete,Object,Graph A
1692,Alexander Dietrich Langsdorff,Object,Graph A
1693,France,Object,Graph A
1694,Schenker Co.,Object,Graph A
1695,Friedrich Welz,Object,Graph A
1696,Devisenschutzkommando for Holland,Object,Graph A
1697,acquisitions for Herman Goering,Object,Graph A
1698,Herman Goering,Object,Graph A
1699,ERR in Troyes,Object,Graph A
1700,looting of archives in the Adriatic military zone,Object,Graph A
1701,ERR in St Germain,Object,Graph A
1702,Art Historical Institute in Breslau,Object,Graph A
1703,looting Polish art treasures,Object,Graph A
1704,Holland,Object,Graph A
1705,Herman Goering,Object,Graph A
1706,Walter Andreas Hofer,Object,Graph A
1707,Bruno Lohse,Object,Graph A
1708,Muehlmann,Object,Graph A
1709,Vitalo Bloch,Object,Graph A
1710,Walter Paech,Object,Graph A
1711,Lutjens,Object,Graph A
1712,German Library in Cracow,Object,Graph A
1713, Kunstschutz in Italy,Object,Graph A
1714,confiscated property from Trieste to Klagenfurt Museum,Object,Graph A
1715,Erika Hanfstaengl,Object,Graph A
1716,German Archaeological Institute in Rome,Object,Graph A
1717,seizure of Czechoslovakian Archaeological Institute,Object,Graph A
1718,transfer to Germany of the Archaeological Institute and the Herziana libraries,Object,Graph A
1719,German Archaeological Institute in Rome,Object,Graph A
1720,looting of Polish art,Object,Graph A
1721,ERR in Dijon,Object,Graph A
1722,Kulturamt in Lvov,Object,Graph A
1723,Herman Goering,Object,Graph A
1724,Military Fund,Object,Graph A
1725,Grundtmann Kornatski,Object,Graph A
1726,Linberger,Object,Graph A
1727,Walter Andreas Hofer,Object,Graph A
1728,German libraries in Poland,Object,Graph A
1729,German Archaeological Institute in Rome,Object,Graph A
1730,Kulturpolitische Abteiling,Object,Graph A
1731,GIS,Object,Graph A
1732,dealer,Object,Graph A
1733,Linz,Object,Graph A
1734,Grosshennig,Object,Graph A
1735,confiscated Jewish art in Munich,Object,Graph A
1736,GIS,Object,Graph A
1737,seizure of Prague Military Academy library,Object,Graph A
1738,dealer,Object,Graph A
1739,Walter Andreas Hofer,Object,Graph A
1740,dealer,Object,Graph A
1741,Lawdry,Object,Graph A
1742,Alfred Pacquement,Object,Graph A
1743,Ernst Buchner,Object,Graph A
1744,Walter Bornheim,Object,Graph A
1745,Gasparri,Object,Graph A
1746,Linz,Object,Graph A
1747,Linz,Object,Graph A
1748,Hans Posse,Object,Graph A
1749,Hermann Voss,Object,Graph A
1750,Vitalo Bloch,Object,Graph A
1751,Adolf Wuester,Object,Graph A
1752,Wandl,Object,Graph A
1753,Ward Holzapfel,Object,Graph A
1754,Herman Goering,Object,Graph A
1755,Special Trains used to transport art to Germany,Object,Graph A
1756,Martin Bormann,Object,Graph A
1757,Nazi Party,Object,Graph A
1758,Joachim von Ribbentrop art collection,Object,Graph A
1759,Joachim von Ribbentrop,Object,Graph A
1760,ERR in Paris,Object,Graph A
1761,looting Paris libraries,Object,Graph A
1762,Kunstschutz in Italy,Object,Graph A
1763,removal of several art deposits in Italy,Object,Graph A
1764,ERR in Paris,Object,Graph A
1765,Herman Goering,Object,Graph A
1766,Herman Goering art purchases,Object,Graph A
1767,dealer,Object,Graph A
1768,France,Object,Graph A
1769,Schenker Co.,Object,Graph A
1770,Galerio Gerstenberger,Object,Graph A
1771,buyer,Object,Graph A
1772,France,Object,Graph A
1773,Cornelius Postma,Object,Graph A
1774,Hermann Voss,Object,Graph A
1775,Martin Fabiani,Object,Graph A
1776,Victor Mandl,Object,Graph A
1777,Boehler,Object,Graph A
1778,Eduard Plietzsch,Object,Graph A
1779,Linz,Object,Graph A
1780,Fritz Busse,Object,Graph A
1781,Wolff Braumueller,Object,Graph A
1782,confiscation operations of ERR in Paris,Object,Graph A
1783,Ethnographical Museum in Lodz,Object,Graph A
1784,Poland,Object,Graph A
1785,Silesian Museum,Object,Graph A
1786,ERR,Object,Graph A
1787,France,Object,Graph A
1788,looting of Czechoslovakian libraries,Object,Graph A
1789,ERR in Brussels,Object,Graph A
1790,Linz,Object,Graph A
1791,Theo Hermssen Jr,Object,Graph A
1792,Baron von Poellnitz,Object,Graph A
1793,Hildebrandt Gurlitt,Object,Graph A
1794,dealer,Object,Graph A
1795,Hermann Voss,Object,Graph A
1796,German Archaeological Institute in Rome,Object,Graph A
1797,transfer of works of art from northern repositories to Rome,Object,Graph A
1798,dealer,Object,Graph A
1799,Adolf Hitler,Object,Graph A
1800,Hans Posse,Object,Graph A
1801,Linz,Object,Graph A
1802,Gottfried Reimer,Object,Graph A
1803,Linz,Object,Graph A
1804,ERR,Object,Graph A
1805,French libraries and archives,Object,Graph A
1806,restorer,Object,Graph A
1807,Herman Goering,Object,Graph A
1808,Gisela Limberger,Object,Graph A
1809,Herman Goering Collection,Object,Graph A
1810,Herman Goering,Object,Graph A
1811,Marburg Institute,Object,Graph A
1812,German Photographic Fine Arts Commission,Object,Graph A
1813,Kunstschutz in Greece,Object,Graph A
1814,Jansen,Object,Graph A
1815,Herman Goering Funds,Object,Graph A
1816,Herman Goering,Object,Graph A
1817,storage and transportation of art objects intended for the Herman Goering collection,Object,Graph A
1818,Kunstschutz in Italy,Object,Graph A
1819,operations at Udine and Venezia Giulia,Object,Graph A
1820,Heinrich Himmler,Object,Graph A
1821,Walter Frodl,Object,Graph A
1822,Maria Almas Dietrich,Object,Graph A
1823,Devisenschutzkommando in Paris,Object,Graph A
1824,dealer,Object,Graph A
1825,german museums,Object,Graph A
1826,government officials,Object,Graph A
1827,Kaiserslautern Museum,Object,Graph A
1828,Metz Museum,Object,Graph A
1829,Staatliche Bildstelle in Cracow,Object,Graph A
1830,architect,Object,Graph A
1831,art looting in Warsaw,Object,Graph A
1832,Bruno Lohse,Object,Graph A
1833,Friedrich Wolffhardt,Object,Graph A
1834,Ward Holzapfel,Object,Graph A
1835,Eugen Bruschwiller,Object,Graph A
1836,the removal of works of art from Poland to East Prussia,Object,Graph A
1837,Herman Goering,Object,Graph A
1838,transporting Rothschild jewellery collection to Berlin,Object,Graph A
1839,ERR in Paris,Object,Graph A
1840,Walter Borchers,Object,Graph A
1841,the looting of Chateau de la Tour,Object,Graph A
1842,Alois Miedl,Object,Graph A
1843,ERR,Object,Graph A
1844,Dorotheum Auction House,Object,Graph A
1845,Linz,Object,Graph A
1846,Hegeer,Object,Graph A
1847,Maurice Lagrand,Object,Graph A
1848,Herman Goering,Object,Graph A
1849,part of the Rothschild jewellery and silver collection,Object,Graph A
1850,Linz,Object,Graph A
1851,German Institute in Florence,Object,Graph A
1852,Hand Gerhard Evers,Object,Graph A
1853,Lansdorff,Object,Graph A
1854,Heise,Object,Graph A
1855,Heinrich Himmler,Object,Graph A
1856,books from the communal library at Velletri,Object,Graph A
1857,books from the library of Princess Ginetti,Object,Graph A
1858,Fuhrerbau ,Object,Graph A
1859,Linz,Object,Graph A
1860,looting of Jewish art treasures from Poland,Object,Graph A
1861,propaganda for the troops,Object,Graph A
1862,Paul Lindpaintner,Object,Graph A
1863,Herman Goering,Object,Graph A
1864,Walter Bornheim,Object,Graph A
1865,Walter Bornheim,Object,Graph A
1866,Herman Goering Collection,Object,Graph A
1867,Catalina von Pannwitz,Object,Graph A
1868,Alois Miedl,Object,Graph A
1869,GIS,Object,Graph A
1870,confiscated Jewish property,Object,Graph A
1871,Mussolini,Object,Graph A
1872,property for use of his castle by Mussolini,Object,Graph A
1873,ERR in Paris,Object,Graph A
1874,Kurt von Behr,Object,Graph A
1875,Friedrich Wolffhardt in Prague,Object,Graph A
1876,attempted confiscation of Lobkowitz Music Collection,Object,Graph A
1877,Kunstschutz in France,Object,Graph A
1878,St Germain area,Object,Graph A
1879,Felix Kuetgens,Object,Graph A
1880,Franz Wolff Metternich,Object,Graph A
1881,Walter Andreas Hofer,Object,Graph A
1882,Herman Goering Collection,Object,Graph A
1883,restorer,Object,Graph A
1884,Herman Goering Collection,Object,Graph A
1885,Herman Goering,Object,Graph A
1886,looting of Cracow University,Object,Graph A
1887,Dusseldorf Museum,Object,Graph A
1888,France,Object,Graph A
1889,ERR in Paris,Object,Graph A
1890,ERR in Paris,Object,Graph A
1891,administration of art staff at ERR in Paris,Object,Graph A
1892,ERR in Paris,Object,Graph A
1893, appraisal of the Rothschild jewel collection confiscated by Goering,Object,Graph A
1894,Rothschild jewel collection,Object,Graph A
1895,Theodore Fischer,Object,Graph A
1896,ERR in Le Havre,Object,Graph A
1897,Kunstschutz in France,Object,Graph A
1898,Felix Kuetgens,Object,Graph A
1899,Poland,Object,Graph A
1900,Fritz Goernnert,Object,Graph A
1901,transportation and Goering’s Special Trains,Object,Graph A
1902,Special Trains,Object,Graph A
1903,OKH photographic team in France,Object,Graph A
1904,Herman Goering,Object,Graph A
1905,Dienststelle Muehlmann,Object,Graph A
1906,Holland,Object,Graph A
1907,Alt,Object,Graph A
1908,Kunstschutz in Athens,Object,Graph A
1909,General Karl Friedrich Hanesse,Object,Graph A
1910,Herman Goering,Object,Graph A
1911,Paris,Object,Graph A
1912,ERR,Object,Graph A
1913,Prague,Object,Graph A
1914,Poznan,Object,Graph A
1915,Goluchow,Object,Graph A
1916,Kornik,Object,Graph A
1917,Liege,Object,Graph A
1918,Walter Bornheim,Object,Graph A
1919,Walter Borchers,Object,Graph A
1920,Bruno Lohse,Object,Graph A
1921,ERR in Paris,Object,Graph A
1922,Schenker,Object,Graph A
1923,removal of looted art from Paris to Germany,Object,Graph A
1924,German Embassy in Paris,Object,Graph A
1925,Adolf Wuester,Object,Graph A
1926,Joachim von Ribbentrop,Object,Graph A
1927,Joseph Goebbels,Object,Graph A
1928,East Prussia,Object,Graph A
1929,Ukraine,Object,Graph A
1930,Herman Goering,Object,Graph A
1931,Herman Goering Collection,Object,Graph A
1932,Heinz Rudolf Rosemann,Object,Graph A
1933,Kunstschutz in Brussels,Object,Graph A
1934,consul general in Venice,Object,Graph A
1935,Herman Goering,Object,Graph A
1936,Cracow,Object,Graph A
1937,art works from the Royal Castle in Cracow to Berlin,Object,Graph A
1938,Nazi propaganda official,Object,Graph A
1939,removal of books from Fort St Quentin,Object,Graph A
1940,Herman Goering,Object,Graph A
1941,shipper,Object,Graph A
1942,looted art from the Occupied Territories of the East,Object,Graph A
1943,removal of religious art objects from the Diocese of Strasbourg,Object,Graph A
1944,EBLE,Object,Graph A
1945,Roman excavations in France during occupation,Object,Graph A
1946,Kunstschutz in Athens,Object,Graph A
1947,looting works of art and documents of scientific interest in Russia,Object,Graph A
1948,looting works of art and documents of scientific interest in Italy,Object,Graph A
1949,Alois Miedl,Object,Graph A
1950,transportation of paintings to Spain,Object,Graph A
1951,removal of archives and engravings from Warsaw,Object,Graph A
1952,Muehlmann,Object,Graph A
1953,ERR in Paris,Object,Graph A
1954,Alt Aussee deposit,Object,Graph A
1955,Karl Friedrich Hanesse,Object,Graph A
1956,Herman Goering,Object,Graph A
1957,storage of art objects,Object,Graph A
1958,transfer to Germany of a Titian,Object,Graph A
1959,Helga Eggemann,Object,Graph A
1960,ERR,Object,Graph A
1961,Herman Goering,Object,Graph A
1962,German military staff,Object,Graph A
1963,transportation of artworks in Paris,Object,Graph A
1964,Gisela Limberger,Object,Graph A
1965,Herman Goering,Object,Graph A
1966,Herman Goering Collection,Object,Graph A
1967,Kunstschutz in Belgium,Object,Graph A
1968,ERR in Paris,Object,Graph A
1969,Greinke,Object,Graph A
1970,art looting,Object,Graph A
1971,Kunstschutz in Italy,Object,Graph A
1972,return of Oliveto deposit to Florence,Object,Graph A
1973,attempted theft of the Cranach Adam and Eve,Object,Graph A
1974,Lepke Auction House,Object,Graph A
1975,dealer,Object,Graph A
1976,buyer,Object,Graph A
1977,,Object,Graph A
1978,Schenker Co. ,Object,Graph A
1979,Kulturdirektion,Object,Graph A
1980,German Commission for the Seizure and Safeguarding of Treasures of Art and Culture in Cracow,Object,Graph A
1981,Prussian State Museums,Object,Graph A
1982,works of art in France and Poland,Object,Graph A
1983,Kunstschutz in Paris,Object,Graph A
1984,Kunstschutz in Serbia,Object,Graph A
1985,Kunstschutz in Greece,Object,Graph A
1986,Adolf Wuester,Object,Graph A
1987,Paris,Object,Graph A
1988,Portait of a Man by Goya,Object,Graph A
1989,Jaffe Collection,Object,Graph A
1990,Grosshennig Gallery,Object,Graph A
1991,transfer of works of art from Poland,Object,Graph A
1992,German Secret Police,Object,Graph A
1993,Commandant,Object,Graph A
1994,Karl Epting,Object,Graph A
1995,ERR in Paris,Object,Graph A
1996,Strasbourg University,Object,Graph A
1997,France,Object,Graph A
1998,Staedteschen Museum in Efurt,Object,Graph A
1999,German Archaeological Institute in Rome,Object,Graph A
2000,plan to transfer the German libraries from Rome,Object,Graph A
2001,Tropau Museum,Object,Graph A
2002,Gustav Bartel,Object,Graph A
2003,Josef Muehlmann,Object,Graph A
2004,Cracow,Object,Graph A
2005,financial transactions,Object,Graph A
2006,Linz,Object,Graph A
2007,Kunstschutz in Italy,Object,Graph A
2008,financial adviser,Object,Graph A
2009,Linz,Object,Graph A
2010,Paul Graupe,Object,Graph A
2011,Karl Haberstock,Object,Graph A
2012,Bruno Lohse,Object,Graph A
2013,Maria Almas Dietrich,Object,Graph A
2014,dealer,Object,Graph A
2015,France,Object,Graph A
2016,Walter Bornheim,Object,Graph A
2017,Kunstschutz in Italy,Object,Graph A
2018,removal of Florentine collections to German territory against the wishes of Italian authorities,Object,Graph A
2019,ERR in Berlin,Object,Graph A
2020,Exploitation of Polish cultual material,Object,Graph A
2021,Exploitation of Russian cultual material,Object,Graph A
2022,Exploitation of Armenian cultual material,Object,Graph A
2023,Museum of Constance,Object,Graph A
2024,art objects into Switzerland,Object,Graph A
2025,SS,Object,Graph A
2026,dealer,Object,Graph A
2027,Alois Miedl,Object,Graph A
2028,General Karl Friedrich Hanesse,Object,Graph A
2029,Dillenberg,Object,Graph A
2030,Herman Goering art transactions,Object,Graph A
2031,Kaiser Wilhelm Museum in Krefeld,Object,Graph A
2032,Paris,Object,Graph A
2033,Albertina in Vienna,Object,Graph A
2034,anti-Nazi art from the Albertina,Object,Graph A
2035,Herman Goering,Object,Graph A
2036,dealer,Object,Graph A
2037,Fritz Possenbacher,Object,Graph A
2038,Alexander von Frey,Object,Graph A
2039,Johannes Hinrichsen,Object,Graph A
2040,Schenker Co.,Object,Graph A
2041,Kunsthistorisches Institut,Object,Graph A
2042,Trustee,Object,Graph A
2043,Linz Collection,Object,Graph A
2044,Gauleitung Dusseldorf-Koln-Aachen-Bonn,Object,Graph A
2045,German museum in France,Object,Graph A
